T07	"Enrolment in primary, secondary and tertiary education levels"					
470	Malta	2016	Gross enrollment ratio - Secondary (male)	93.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
470	Malta	2016	Gross enrollment ratio - Secondary (female)	97.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
470	Malta	2016	Students enrolled in tertiary education (thousands)	13		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
470	Malta	2016	Gross enrollment ratio - Tertiary (male)	41.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
470	Malta	2016	Gross enrollment ratio - Tertiary (female)	56.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2002	Students enrolled in primary education (thousands)	9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2002	Gross enrollement ratio - Primary (male)	124.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2002	Gross enrollment ratio - Primary (female)	116.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2002	Students enrolled in secondary education (thousands)	6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2002	Gross enrollment ratio - Secondary (male)	71.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2002	Gross enrollment ratio - Secondary (female)	74.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2002	Students enrolled in tertiary education (thousands)	1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2002	Gross enrollment ratio - Tertiary (male)	14.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2002	Gross enrollment ratio - Tertiary (female)	18.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2005	Students enrolled in primary education (thousands)	8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2005	Gross enrollement ratio - Primary (male)	103		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2005	Gross enrollment ratio - Primary (female)	129.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2005	Students enrolled in secondary education (thousands)	5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2005	Gross enrollment ratio - Secondary (male)	75.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2005	Gross enrollment ratio - Secondary (female)	75.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2009	Students enrolled in primary education (thousands)	8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2009	Gross enrollement ratio - Primary (male)	107.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2009	Gross enrollment ratio - Primary (female)	107.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2009	Students enrolled in secondary education (thousands)	5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2009	Gross enrollment ratio - Secondary (male)	101.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2009	Gross enrollment ratio - Secondary (female)	104.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2011	Students enrolled in primary education (thousands)	9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2011	Gross enrollement ratio - Primary (male)	105.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2011	Gross enrollment ratio - Primary (female)	105		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2012	Students enrolled in tertiary education (thousands)	1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2012	Gross enrollment ratio - Tertiary (male)	44.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2012	Gross enrollment ratio - Tertiary (female)	41.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2015	Students enrolled in primary education (thousands)	8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2015	Gross enrollement ratio - Primary (male)	93.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2015	Gross enrollment ratio - Primary (female)	93.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2015	Students enrolled in secondary education (thousands)	5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2015	Gross enrollment ratio - Secondary (male)	73.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2015	Gross enrollment ratio - Secondary (female)	80.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2016	Students enrolled in primary education (thousands)	8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2016	Gross enrollement ratio - Primary (male)	88.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2016	Gross enrollment ratio - Primary (female)	90		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2016	Students enrolled in secondary education (thousands)	6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2016	Gross enrollment ratio - Secondary (male)	69.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
584	Marshall Islands	2016	Gross enrollment ratio - Secondary (female)	76.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
